record_type	engine	engine_label	holdout_dataset	top_k_recurrence	top_k_metastasis	is_baseline	n_recurrence_genes	inner_cv_cindex	outer_cindex_lodo	outer_auroc_lodo	cindex_external	auroc_external	mean_cindex_lodo_baseline	mean_cindex_lodo_full	delta_lodo_full_minus_baseline	model_id	cindex_external_baseline	delta_cindex_external_full_minus_baseline
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	10	15	NA	NA	0.694899769644277	NA	0.709614286669268	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	15	15	NA	NA	0.689072652769572	NA	0.708825622269672	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	5	5	NA	NA	0.606155302709525	NA	0.600691050344869	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	10	5	NA	NA	0.628885857197845	NA	0.590683076187464	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	15	5	NA	NA	0.639992119164418	NA	0.586045529502123	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	5	10	NA	NA	0.607971938978373	NA	0.598378047724466	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	10	10	NA	NA	0.625400063354705	NA	0.589847438706665	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	15	10	NA	NA	0.63027016534256	NA	0.561243505466703	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	5	15	NA	NA	0.609508647084727	NA	0.603645358950032	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE31210	10	15	NA	NA	0.623547409477249	NA	0.610738375726635	NA	NA	NA	NA	NA	NA	NA	NA
